handover_success_rate,ABS_QoS_DRB,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell
0.988065656,6,0.3055228,0.411835037
0.962777001,7,0.458607762,0.41500801
0.976774462,9,0.666447564,0.709371735
0.962404387,6,0.736796093,0.340985101
0.971638467,7,0.211008923,0.699544357
0.988254747,5,0.691423736,0.532200478
0.984140292,2,0.714657313,0.987578104
0.980330431,3,0.731574671,0.541677195
0.975459143,3,0.42774793,0.381116392
0.988755873,2,0.323538075,0.501778495
0.976254569,2,0.447406309,0.646548406
0.980537744,3,0.700799227,0.835573351
0.972736881,2,0.583610793,0.36412426
0.980209027,2,0.398140661,0.793935321
0.976446238,1,0.685530446,0.740269743
0.968948309,2,0.599881958,0.570285303
0.972993134,1,0.666691909,0.326835923
0.986207971,1,0.719667545,0.656979143
0.986356612,0,0.773425377,0.564349203
0.976453035,2,0.686604584,0.127554576
0.969438628,2,0.871950525,0.487257895
0.968628571,4,0.56574864,0.684952233
0.968170077,3,0.570451477,0.343628705
0.964827814,1,0.70147353,0.973634042
0.973330443,3,0.733118553,0.453487336
0.961746779,3,0.661611863,0.619815319
0.966878239,2,0.909982259,0.834680558
0.981525838,4,0.773127612,0.745814851
0.984806173,3,0.532303934,0.402721304
0.986644016,3,0.432487819,0.622819238
0.963841368,7,0.105771698,0.487054131
0.972568998,1,0.690446273,0.679305515
0.973413891,6,0.243370009,0.095556647
0.988277356,3,0.592860065,0.455402882
0.968676433,1,0.414086239,0.151849001
0.978885511,2,0.318912886,0.353055845
0.960909114,1,0.63583731,0.761938631
0.977964763,1,0.642604681,0.701968057
0.976367892,1,0.122275072,0.763654516
0.982025953,3,0.969546584,0.965013255
0.987576083,1,0.604394349,0.512080436
0.969218541,1,0.63709013,0.280851913
0.977071285,6,0.353691874,0.814177284
0.974590452,2,0.804223624,0.564617465
0.961526115,2,0.272837647,0.671835213
0.978679071,1,0.891917894,0.809475969
0.96544173,3,0.832890678,0.72690687
0.978588655,2,0.429345627,0.907800093
0.974120535,0,0.616609615,0.864948486
0.983985981,4,0.78515357,0.749659004
0.989903969,3,0.363318862,0.269653392
0.987605613,2,0.79311832,0.608664569
0.971754702,1,0.931136263,0.926669004
0.968515712,2,0.930657742,0.596571502
0.97543744,4,0.661905818,0.984525499
0.965250064,2,0.68374106,0.681757805
0.985535754,2,0.663970492,0.217797374
0.985101172,3,0.690743119,0.608460641
0.975901322,0,0.616198097,0.573322323
0.985599737,2,0.941793336,0.470073761
0.983672455,0,0.57366342,0.365156912
0.961295684,1,0.964520846,0.245979107
0.960780942,4,0.527590972,0.115209752
0.977638285,1,0.754339036,0.61566014
0.988448439,1,0.664311446,0.399994779
0.966803618,2,0.427678322,0.556045527
0.98746625,1,0.580807191,0.727651902
0.960966183,0,0.771670786,0.966463194
0.97031421,5,0.691903468,0.430475849
0.9676776,2,0.410423821,0.530224829
0.989204153,2,0.459942084,0.648003825
0.981160485,1,0.462352509,0.888693257
0.962794147,2,0.364380277,0.368635964
0.973262787,1,0.95674138,0.754862239
0.975040136,2,0.968572337,0.75695674
0.976206527,0,0.711322055,0.267681372
0.985561029,4,0.383488528,0.681696295
0.97236322,1,0.745694333,0.872048334
0.980221031,2,0.867551349,0.813333844
0.964744136,4,0.766307252,0.080617182
0.9809782,1,0.742389577,0.962682491
0.966663261,1,0.713669363,0.265249557
0.975086204,4,0.637457777,0.581850522
0.976487004,3,0.173296883,0.635500745
0.974139765,1,0.587414794,0.46014336
0.979103051,1,0.777120811,0.347673416
0.987825236,1,0.415924561,0.7243638
0.988483161,1,0.794313281,0.543871459
0.986310035,0,0.443514666,0.117170773
0.976234601,2,0.592288031,0.532065361
0.960508199,3,0.599390029,0.350417138
0.965272287,4,0.715629685,0.69797663
0.986636654,3,0.766163635,0.50695598
0.984627143,3,0.801115725,0.657478497
0.982093481,3,0.928640766,0.453636673
0.966915144,2,0.904333833,0.32385396
0.985301005,2,0.419895054,0.598526911
0.983990636,1,0.547247758,0.813431125
0.975676934,2,0.595621322,0.985840795
0.988510453,2,0.639050851,0.868702087
0.984371554,7,0.862099017,0.509094889
0.981735871,1,0.575571347,0.127965164
0.973625015,0,0.441982788,0.647837687
0.963933023,2,0.571431747,0.924940248
0.977064122,4,0.444651392,0.52706323
0.980925711,1,0.828397443,0.635513176
0.971800395,1,0.818767055,0.766300141
0.985289361,1,0.248630088,0.750730869
0.973347465,4,0.731992703,0.678954677
0.98037083,0,0.708759599,0.542269476
0.970937987,2,0.946987132,0.302075951
0.973364565,3,0.33114196,0.689773949
0.980580282,3,0.475646697,0.57888288
0.979124212,2,0.840205712,0.57682345
0.982981536,1,0.558012776,0.501819623
0.963488225,2,0.531736679,0.640219521
0.970360848,6,0.494025887,0.748942512
0.967424803,4,0.709358931,0.562250497
0.961542423,1,0.482247796,0.680697009
0.972573888,0,0.728925842,0.675778145
0.972691244,3,0.848630935,0.827583222
0.967501448,1,0.347663553,0.501276536
0.963166157,2,0.217153952,0.591969593
0.978873312,4,0.966157736,0.454944981
0.972151427,1,0.514742581,0.54325825
0.984980668,2,0.753872213,0.848646208
0.971856701,1,0.252098027,0.632975384
0.962006216,4,0.675450871,0.945009725
0.978163309,3,0.63763979,0.379659793
0.982235074,4,0.702033,0.56356784
0.989633409,3,0.689560164,0.883978331
0.975623405,4,0.502123197,0.841617402
0.983320718,3,0.28616509,0.620613731
0.983847976,3,0.982934182,0.882718953
0.989969692,6,0.172659745,0.684852209
0.965722986,5,0.848995864,0.033971528
0.962009366,3,0.371743096,0.803532598
0.972626258,1,0.443532328,0.56879706
0.968948853,2,0.807467065,0.664046667
0.989575159,2,0.191760909,0.532552869
0.962846287,3,0.236959211,0.860578051
0.978144338,0,0.162817142,0.54513991
0.965398343,6,0.37742415,0.170561106
0.980036264,1,0.730598926,0.476849749
0.97876615,3,0.725854457,0.547591749
0.981679894,0,0.287593759,0.444255404
0.962603856,4,0.307815731,0.484494649
0.984152541,0,0.566505852,0.427338705
0.979121383,4,0.788228957,0.488867637
0.966249703,0,0.682817772,0.295828371
0.981592655,1,0.618385132,0.675318648
0.960831018,8,0.881248377,0.59853566
0.969647665,1,0.574759166,0.321475953
0.971459967,1,0.370349954,0.293163597
0.980146187,3,0.356763138,0.289862092
0.966621266,1,0.638094537,0.349071508
0.983438691,1,0.623191971,0.410581655
0.981995149,3,0.860892446,0.720170222
0.97778193,1,0.657297629,0.497161226
0.988167334,5,0.860667475,0.582351125
0.969801824,2,0.71064212,0.129977256
0.977504363,5,0.390121506,0.094624172
0.966953064,0,0.952530885,0.519540494
0.972840785,7,0.762086204,0.72937349
0.980674054,1,0.292639238,0.770944842
0.989486528,1,0.155146622,0.802224684
0.985562854,2,0.580096487,0.440994006
0.988147617,3,0.965965544,0.286696679
0.989430703,0,0.496756808,0.617420463
0.967542173,2,0.611182976,0.579132243
0.988074688,3,0.322692193,0.990156456
0.977843517,3,0.778001782,0.18777344
0.973335416,0,0.109776376,0.220291101
0.984433086,0,0.648307432,0.471704921
0.987779737,4,0.38166049,0.705457861
0.969002746,1,0.773892579,0.140280642
0.982348733,0,0.994243251,0.908408027
0.985509169,2,0.524554357,0.999956536
0.968413112,1,0.771532811,0.656017324
0.975900828,3,0.629117124,0.56744759
0.987983872,2,0.629541609,0.516940171
0.979530785,2,0.788320325,0.723318728
0.972838976,4,0.794041718,0.806888506
0.973744894,3,0.778569009,0.469551909
0.97575063,3,0.345846439,0.397337224
0.964074363,1,0.878755063,0.641381458
0.976166774,2,0.942916339,0.341081787
0.985870314,2,0.892126171,0.240931249
0.979260626,2,0.705105508,0.599485572
0.986753291,3,0.759569185,0.66933153
0.980537919,0,0.762984228,0.498345746
0.982417309,3,0.701642251,0.657983228
0.970054668,3,0.790573153,0.82242195
0.964080702,2,0.163456499,0.356503029
0.970380861,1,0.692554603,0.329645254
0.979195076,3,0.503478187,0.241528285
0.982512139,2,0.322860934,0.612730327
0.96715942,7,0.831172657,0.19084649
0.986322894,2,0.672148686,0.499463768
0.985306807,1,0.663174125,0.266868907
0.970539947,3,0.445980447,0.6954146
0.963920114,1,0.358352006,0.765874609
0.984342317,0,0.301030778,0.706946621
0.973235397,4,0.904111856,0.263144929
0.982155856,1,0.459238272,0.97198376
0.985260157,4,0.677245388,0.39530865
0.988357223,2,0.635728544,0.663592993
0.963643176,6,0.604513769,0.615428122
0.980250887,2,0.965080667,0.554194952
0.983349844,1,0.51459394,0.905517756
0.972888827,1,0.927697523,0.73075146
0.986642771,3,0.969236617,0.471151579
0.982771863,2,0.760974831,0.849502208
0.967903485,2,0.844801618,0.421011601
0.972644247,4,0.223745974,0.388810599
0.961398189,3,0.452159858,0.897789778
0.960029371,3,0.837950078,0.777687415
0.985544237,2,0.04530422,0.49028934
0.962405529,2,0.638022783,0.649801411
0.979895887,3,0.605989588,0.933280771
0.96967782,8,0.190417053,0.640617064
0.97867657,4,0.623985616,0.673049549
0.981949268,0,0.678259448,0.125210893
0.969336272,3,0.417977185,0.315600336
0.963465325,1,0.72601246,0.929860015
0.963474801,0,0.658781796,0.92529195
0.977193578,3,0.584415702,0.904286642
0.971372444,1,0.790355135,0.775236391
0.980058308,4,0.766421452,0.715534186
0.972071601,3,0.622045226,0.843660301
0.967824068,9,0.264923692,0.56527898
0.98196341,2,0.455240621,0.594756078
0.973975943,4,0.552980136,0.659980053
0.973231961,3,0.632505391,0.950112454
0.980489365,4,0.861491783,0.892620336
0.989872013,2,0.634697308,0.430051124
0.962727249,3,0.875618561,0.411840975
0.980508606,3,0.676132701,0.517159681
0.98447971,2,0.612906103,0.675675399
0.976563413,3,0.781479233,0.652440687
0.966346637,2,0.823111218,0.971752439
0.963126609,1,0.482950852,0.088854921
0.981323828,0,0.647978924,0.875310399
0.977651754,4,0.471562795,0.935181248
0.984501972,2,0.746403984,0.367885538
0.977659289,0,0.541827168,0.435951137
0.977931451,3,0.530481235,0.614809098
0.982595351,3,0.260899532,0.726621354
0.989804275,0,0.771918155,0.741864678
0.961803604,1,0.289785524,0.732649438
0.980160608,2,0.394027308,0.737581706
0.981992868,1,0.98095515,0.79491543
0.986341586,1,0.33961551,0.553036278
0.97334471,2,0.726494458,0.80006178
0.972401945,8,0.594921207,0.520346789
0.983613203,3,0.804424529,0.208207239
0.968151094,0,0.332424662,0.221635026
0.988254064,0,0.809976423,0.730167855
0.976776266,7,0.359158664,0.740186367
0.987480736,4,0.24298373,0.659101771
0.982803347,2,0.641375616,0.327597457
0.979682957,2,0.567384519,0.784142258
0.978988322,0,0.808490229,0.868187019
0.979010443,0,0.381119876,0.740012565
0.964466841,4,0.815826659,0.623554973
0.968129731,1,0.511247362,0.85441781
0.967455782,2,0.554842825,0.953933203
0.984352302,7,0.44666585,0.333717858
0.973692407,1,0.560395048,0.31768738
0.972073415,4,0.605392907,0.858704029
0.963641701,3,0.271378486,0.919181318
0.97179097,4,0.594322073,0.971684048
0.96315915,0,0.435069093,0.656644619
0.967005541,0,0.832560964,0.715692826
0.976897787,2,0.629760377,0.359166663
0.968888714,0,0.862991213,0.50798483
0.978745063,0,0.73564658,0.705773765
0.982500482,2,0.935388805,0.92089833
0.984104589,8,0.775808778,0.860922818
0.971584384,2,0.4269947,0.967255416
0.961759677,1,0.137974142,0.295086102
0.965559025,2,0.320173378,0.391561878
0.985808329,1,0.371450207,0.655280306
0.967362934,0,0.62703815,0.188587429
0.960838902,2,0.973236075,0.49514267
0.979007069,0,0.854580768,0.96992087
0.965048155,3,0.14301612,0.23553892
0.967766289,4,0.323729789,0.425355026
0.968228874,2,0.564466523,0.650093559
0.968448944,1,0.835181849,0.644038318
0.97044547,1,0.725161702,0.492078973
0.963621309,3,0.552946498,0.625197817
0.987898235,3,0.443201261,0.171231608
0.977227817,2,0.333385913,0.64889447
0.978304469,5,0.750232932,0.692154563
0.986901859,4,0.601118604,0.671502565
0.967624174,1,0.59167609,0.524795576
0.982877329,1,0.778915292,0.492729663
0.964141656,5,0.655414958,0.482018607
0.972607397,3,0.749088969,0.525120246
0.989414972,4,0.584011962,0.90559991
0.978089325,1,0.795182858,0.356512808
0.988540801,2,0.453817114,0.77101978
0.985157489,1,0.619783598,0.31535873
0.96309282,3,0.440575977,0.349948951
0.960703335,1,0.380229216,0.414698018
0.98776536,0,0.675468335,0.59661243
0.977313121,0,0.261666918,0.462485252
0.988921733,2,0.726838529,0.404348956
0.974804937,1,0.182395367,0.130086331
0.962934771,4,0.456093315,0.804104649
0.974207482,7,0.366660802,0.276645874
0.960734305,3,0.764258896,0.892377855
0.960438207,2,0.478044669,0.930949437
0.97034818,3,0.260661557,0.583802113
0.964652499,0,0.168311253,0.681016702
0.968894438,3,0.842283863,0.715425168
0.96482777,1,0.393290873,0.766626951
0.974545706,3,0.632472885,0.599902432
0.964062058,1,0.824810653,0.121847226
0.973521657,0,0.680253185,0.867437704
0.966032752,1,0.61752385,0.437805847
0.987141697,2,0.834484562,0.532749141
0.989839728,1,0.999702831,0.65559697
0.970312137,1,0.872424709,0.566538114
0.989077259,2,0.386972899,0.558253849
0.981278711,3,0.731899268,0.660074655
0.972330933,4,0.726496883,0.761705845
0.979059724,1,0.653365876,0.353281348
0.974040479,2,0.587305033,0.531764395
0.966331496,2,0.940729906,0.731673938
0.968997971,5,0.499509473,0.654264131
0.976881304,4,0.565353241,0.7749236
0.964702827,1,0.822801368,0.734325153
0.974926067,3,0.463421757,0.581413439
0.984677996,0,0.495234812,0.95586598
0.989084573,7,0.287173887,0.281202158
0.965668616,1,0.965192731,0.318557961
0.973611586,4,0.263038095,0.972747946
0.966901667,3,0.577237037,0.705507535
0.966444329,2,0.423399226,0.629866377
0.988285028,1,0.958488921,0.496653717
0.960561449,1,0.218719926,0.836843677
0.981579679,3,0.990287691,0.302786872
0.97217082,4,0.879819894,0.806246466
0.973683381,4,0.1197055,0.26167835
0.984228169,1,0.66087336,0.153803984
0.989182778,2,0.401434325,0.60002771
0.965916119,2,0.309950924,0.708618875
0.960440392,2,0.716922605,0.733528975
0.977297403,3,0.239542502,0.801114827
0.980023028,1,0.6719983,0.453242574
0.965051967,3,0.970550441,0.531049657
0.962787723,4,0.295127139,0.731605465
0.985255966,2,0.811496953,0.288467029
0.972026822,4,0.865075748,0.507232691
0.989603966,5,0.940309319,0.725105545
0.984225039,3,0.593073864,0.582974286
0.971885568,3,0.108347097,0.582758601
0.980806425,2,0.613587781,0.674065425
0.967717912,0,0.75032159,0.236770247
0.986054885,8,0.823506656,0.658062524
0.979080356,4,0.594225692,0.364192642
0.977661954,2,0.195452661,0.597407296
0.98608966,1,0.782350443,0.459196887
0.972738397,1,0.586421278,0.640060742
0.970404802,0,0.479345894,0.730916545
0.976243543,2,0.923434997,0.780693185
0.972747071,3,0.513118244,0.621757782
0.966876313,2,0.990175388,0.862361381
0.987708271,1,0.754300445,0.19805369
0.969256822,4,0.132496014,0.25238287
0.96610688,3,0.683219968,0.677061201
0.971086859,3,0.540260117,0.693463872
0.985884074,4,0.072408431,0.636237086
0.972794488,3,0.4477538,0.724781495
0.98817306,3,0.672600398,0.911828439
0.976309499,8,0.624253981,0.810624414
0.960237077,1,0.945089784,0.678619995
0.973191546,4,0.379977022,0.830180841
0.979515656,1,0.219442692,0.31310657
0.971303643,0,0.706286032,0.527206194
0.974538146,0,0.63042041,0.558371522
0.987556955,2,0.704258626,0.776330433
0.96457302,1,0.854057685,0.313450323
0.963400307,1,0.353286254,0.443536022
0.963232601,3,0.943432495,0.883162977
0.973072963,3,0.975217237,0.556825369
0.970714193,0,0.438326844,0.73873866
0.970757301,4,0.544154916,0.339491652
0.973587176,3,0.482186687,0.390417633
0.971047663,4,0.499776343,0.670706337
0.986341329,1,0.901920886,0.816551655
0.977595917,2,0.815510043,0.536334564
0.980471704,1,0.3853267,0.598324956
0.970972375,1,0.746654444,0.752352702
0.972219527,4,0.988486561,0.617865743
0.985999848,2,0.350338407,0.197553877
0.961533484,3,0.736239504,0.318555914
0.971468196,1,0.580227919,0.889707782
0.960076839,0,0.201559361,0.828114904
0.987317822,4,0.739948295,1.219146552
0.976008548,3,0.412308777,1.072865435
0.968393401,0,1.113292016,1.156877041
0.963092492,4,1.181944578,0.904867434
0.980261591,2,0.475835864,1.171288676
0.971100442,4,1.074323234,1.013386521
0.966294139,4,1.061697491,1.08115403
0.982310161,2,0.664460499,1.017798777
0.988504509,3,1.017940662,1.268460242
0.974699715,1,1.195974293,1.206829399
0.971518291,2,0.913897238,1.13758399
0.989796472,3,0.96730592,1.194555068
0.978732682,3,1.183942298,0.224868891
0.963485509,2,1.263957095,1.024982485
0.96138562,3,1.082669863,0.778040652
0.98311482,3,1.190759819,1.13351496
0.975555676,3,1.261526574,0.917908272
0.981387357,0,1.148542827,1.096055767
0.984847597,0,1.067793881,1.067251951
0.989672883,1,1.087569688,1.057769526
0.980413908,1,1.021266746,0.821322813
0.985421331,2,1.202576961,1.251493181
0.980546093,2,0.638745874,1.014806999
0.960201018,3,1.006047378,0.522014916
0.972879842,3,0.460290874,1.011141343
0.982381051,4,1.158180644,1.171597339
0.972617757,2,0.545347278,1.205004359
0.984504739,2,0.989327946,1.008247724
0.979105575,1,1.08112436,0.791868108
0.982875886,2,0.766338502,1.14941056
0.987024044,1,0.922594339,1.24915966
0.966577327,0,1.113588233,0.795578387
0.983710465,3,1.188850821,1.119784815
0.963785106,3,0.397111925,1.03218129
0.963468711,3,0.033614732,1.037659979
0.975361187,3,0.319980237,1.147502154
0.983590518,4,1.10229254,0.466984207
0.989976558,3,1.240056861,1.216294593
0.977958744,4,1.020980701,1.052019565
0.971412415,0,1.050228549,0.455394336
0.976184474,3,0.437214199,0.914909761
0.976157966,0,0.39627194,0.984588293
0.974862779,1,0.872316278,0.378513106
0.983434889,0,0.966433595,0.795611289
0.985294989,3,0.965379922,0.721392063
0.979975355,1,0.727811587,0.291483652
0.969585983,0,0.855487821,0.325964348
0.962529903,4,0.683502174,0.455486423
0.962489188,2,0.929462896,0.738507248
0.98911999,3,0.757628888,0.633748226
0.983736774,2,0.362182803,0.556515592
0.980331117,1,0.746081657,0.811784941
0.981323737,4,0.469404318,0.401542767
0.982878625,3,0.324631672,0.21674823
0.963361222,4,0.461773246,0.57966516
0.983570113,0,0.157125803,0.420380018
0.976969279,0,0.892418183,0.402455973
0.967084305,0,0.700667686,0.685878222
0.987228771,2,0.763240041,0.992856026
0.962481932,4,0.742065937,0.406168763
0.984298696,2,0.662421862,0.278696251
0.984656994,3,0.446253607,0.38353111
0.967694781,1,0.457606304,0.805054858
0.984451,3,0.362287735,0.563693308
0.986409337,4,0.935786554,0.48307785
0.97799634,2,0.710164155,0.916574502
0.978603294,3,0.690739003,1.071151248
0.989690457,0,1.106868869,1.163931399
0.97207139,3,1.016958839,0.11937362
0.97142603,4,1.076025837,1.184214801
0.980752411,4,1.070980114,0.680542224
0.975759662,0,0.180922321,1.069271844
0.984753671,0,1.058353557,1.143169755
0.981265722,3,0.971072245,1.138292115
0.986076496,3,1.04143391,1.033512799
0.967396459,4,0.801859188,1.148386944
0.987076361,2,1.051691901,0.710391331
0.985382638,0,1.071198832,1.031783613
0.98026198,4,0.547205916,1.19276035
0.977679131,1,1.082261987,0.859849365
0.973806845,3,1.25223185,0.785340802
0.967679097,4,1.078166703,0.747904892
0.98627606,4,0.440671412,1.026611074
0.97703641,2,1.068737985,0.131233754
0.970000041,1,1.066347252,0.614640486
0.988385887,1,0.521843955,1.057324922
0.966673222,0,1.034778469,0.74880164
0.977567482,4,0.663414187,1.152194104
0.9757497,2,0.632672213,1.133659765
0.97392887,2,1.197050416,1.01123243
0.969856635,2,0.146882828,1.067601726
0.971833652,3,1.19791731,1.175202516
0.976400751,2,1.044517825,1.053307747
0.986578515,1,0.364308679,1.106286097
0.972821901,0,0.241451252,1.04507248
0.983720249,3,0.74208733,1.051202573
0.979657698,0,1.280523907,1.105015794
0.980506941,1,1.199472618,0.96087024
0.969030696,0,1.162540694,1.04016836
0.966234026,2,0.574057399,1.033230541
0.982747724,4,0.376623623,0.929236629
0.977222679,3,0.924752503,0.529579458
0.989768074,0,0.977562488,0.651499732
0.970267061,4,0.619487576,0.332067094
0.970329043,3,0.43451325,0.749512299
0.985724545,3,0.73205824,0.481278155
0.964897731,4,0.323136604,0.152016151
0.961263046,1,0.476764355,0.771053238
0.988690764,4,0.663379013,0.470682605
0.985210735,0,0.776777345,0.857270607
0.964857383,0,0.857549665,0.451051157
0.985806818,0,0.460802668,0.940256756
0.982509029,3,0.687440166,0.671994042
0.969156411,3,0.53626165,0.845299405
0.984132819,2,0.538141735,0.638522039
0.968795977,0,0.455358237,0.550369402
0.978046916,0,0.991724383,0.361398458
0.960981256,2,0.810134557,0.835107321
0.960180167,1,0.749799951,0.515723364
0.974973887,4,1.026980954,1.131942975
0.989214037,3,1.112480961,1.131377534
0.980328719,3,1.054149988,1.171280768
0.969312495,4,1.055502884,0.365375534
0.982549088,2,0.918671724,1.068199353
0.970669385,0,1.009799825,0.465233556
0.982443065,1,0.327147369,1.110235519
0.985219973,2,1.151750389,0.416642124
0.977979215,1,0.699380588,1.100065861
0.976132125,4,1.048821776,0.813708645
0.966202395,0,0.489086547,1.077032216
0.969522316,4,1.002418702,0.572104499
0.965437206,3,0.362095582,1.048882299
0.988385742,2,1.002852242,0.862847646
0.970428813,2,1.147558612,1.141437423
0.98962903,1,1.066542983,1.203364777
0.97602661,0,1.084106835,1.094368547
0.965886943,2,0.62369406,1.131556642
0.967136691,1,1.122233112,0.560177848
0.960353656,4,1.092269347,0.565820863
0.970502599,0,0.695640021,1.145357958
0.962890515,2,1.159544687,0.953564629
0.976255789,1,1.212103455,0.341962314
0.983079924,2,1.183795291,1.181875541
0.987409008,0,1.124667033,0.441498248
0.962112967,1,1.175941935,1.31103227
0.974309272,2,1.196864034,0.668129329
0.973950167,1,0.612951046,1.057863707
0.988481711,2,0.432561289,1.091251562
0.985980257,2,1.285752209,0.449424559
0.971885989,1,1.202904802,0.352576804
0.979934953,2,1.169375116,0.369784185
0.969407216,1,1.202083844,1.062329335
0.988266593,0,1.088902557,0.283452645
0.978668593,3,1.130075024,0.413105403
0.985773784,4,1.190580595,1.073178166
0.97376868,3,1.208864756,1.197404033
0.966314698,3,0.990551657,1.18439956
0.98951784,4,1.065777298,1.010971461
0.973517734,1,1.068031315,1.043496726
0.985233878,1,1.077232152,0.053400414
0.981859395,1,1.170043175,1.129399611
0.961522865,0,0.983929765,0.613870542
0.975232148,3,0.413626269,0.240280087
0.983128229,0,0.613347095,0.482684966
0.981912486,1,0.909994057,0.98973696
0.9657887,0,0.389874501,0.629890772
0.961274565,2,0.866935107,0.239536356
0.986742838,1,0.804791037,0.512146635
0.983205789,0,0.135803355,0.749231337
0.969324938,1,1.247895442,1.025417701
0.968384311,4,1.080986726,0.944777915
0.987264711,2,1.173739778,0.726229648
0.971213865,4,1.090726599,1.084198979
0.971093915,1,0.709613061,1.016559199
0.981911932,1,0.424364824,1.196883342
0.977004227,1,0.535888925,1.213732562
0.966404247,1,0.775315648,1.238095763
0.975468381,4,0.306908556,1.216287183
0.968433325,1,1.098351412,1.209259786
0.973461392,3,1.184117653,0.87938633
0.989556814,4,1.087447676,1.066367572
0.963769068,4,1.172143197,0.888814896
0.98994249,0,1.214405052,1.01043595
0.973399143,3,0.223897911,1.012743918
0.970665646,1,1.167869083,1.124579457
0.973795467,1,1.160909294,1.018779087
0.975352547,1,0.222843222,1.156225465
0.969737823,4,1.255258517,1.056708614
0.963207547,0,1.068275004,1.073185691
0.979242797,0,1.274415793,1.145331518
0.969775567,2,1.03104571,1.087874057
0.983869808,3,1.069481792,0.470348358
0.987018799,2,0.846623755,1.211260564
0.97669114,2,1.171857258,0.553121668
0.989971537,1,1.165321977,0.650498744
0.986150826,1,0.520804735,1.179209339
0.980876919,2,1.21456187,0.152539762
0.978113377,3,0.204391802,1.16979171
0.970902597,2,1.236064444,1.01823729
0.986446203,2,1.056170747,1.01780363
0.974517031,1,1.163837231,1.084518391
0.974726509,2,1.005743847,0.749351663
0.977969184,4,1.040921178,0.181761317
0.980830187,4,1.068853068,1.056724765
0.973997427,0,0.275847453,1.12274725
0.973191901,3,1.190459521,1.224147047
0.979419017,4,0.655494013,1.018139357
0.961141915,1,1.237028187,0.220867968
0.969171764,1,1.006376915,0.667796036
0.983151012,1,1.145525657,0.921529694
0.988414227,0,0.695398901,0.825418261
0.973898408,3,0.884509382,0.746301814
0.967883748,2,0.974049534,0.597289228
0.96114448,3,0.639215771,0.376052596
0.96172,3,0.980708997,0.856605465
0.963356272,4,0.756544523,0.520879771
0.970726758,2,0.266794277,0.959988009
0.989181586,3,0.987570643,0.753590453
0.972804631,3,0.171512625,0.72152753
0.960904543,3,0.54282911,0.999722521
0.977701235,4,0.355213373,0.236287253
0.98190684,2,0.474868651,0.980468861
0.972018771,0,0.489105447,0.395799813
0.965290425,3,0.681476964,0.849249743
0.969447151,3,0.948100975,0.214199801
0.976561679,4,0.356619563,0.867857047
0.968138643,4,0.960569491,0.519004887
0.963617196,3,0.610842093,0.236310741
0.984017473,1,0.896122051,0.490094777
0.989469364,3,0.793625733,0.209359953
0.965657852,2,0.293903412,0.799845832
0.989425961,2,0.566508688,0.996414956
0.972064204,4,0.634742932,0.757038819
0.985000537,3,0.232842721,0.35706399
0.963564114,2,0.968123471,0.452283161
0.960620292,0,0.587662024,0.201133803
0.978984774,0,0.948024637,0.525583424
0.966431989,4,0.610542147,0.855838308
0.981983319,1,0.801830032,0.750584548
0.978284533,3,0.731422585,0.541460746
0.979550487,3,0.785957702,0.949676091
0.964091577,4,0.167990856,0.795585632
0.983645978,0,0.231763428,0.929625323
0.981217491,4,0.628917975,0.382516694
0.979370991,1,0.269124662,0.447296977
0.975831781,2,0.79272871,0.445690285
0.984563946,3,0.403950165,0.688919793
0.967173268,2,0.720129167,0.245851589
0.961294241,1,0.551361738,0.689573648
0.972327087,2,0.246183328,0.420431084
0.980144675,4,0.495188836,0.478344707
0.971465987,3,0.733645474,0.538046565
0.968628713,3,0.54039853,0.699809675
0.986116184,1,0.866969142,0.479758102
0.984211218,1,0.897407482,0.792339452
0.972377284,0,0.299403519,1.062783125
0.965325457,2,0.557768313,1.289293671
0.961981359,0,0.581684445,1.098117702
0.976774959,4,1.146135307,0.841150772
0.98718725,2,0.738555996,0.77735021
0.97588519,1,0.507445882,0.793597892
0.982056782,2,0.22575842,0.648090676
0.968061413,0,0.576864612,0.434106361
0.979424925,3,0.345694884,0.702138597
0.968366906,1,0.803913336,0.681047478
0.973743147,2,0.544939539,0.479755131
0.976349096,0,0.212701368,0.644266063
0.97678931,3,0.860465297,0.689617866
0.961468469,0,0.636559839,0.312041764
0.962040599,1,0.366959806,0.438551584
0.963168782,2,0.972979158,0.634404813
0.978610759,1,0.851043042,0.622963014
0.967072048,4,0.831433294,0.278701397
0.965849452,3,0.778342368,0.298788149
0.961883352,4,0.755742794,0.576209536
0.976739573,0,0.973727846,0.534712406
0.987501752,2,0.638374438,0.778579918
0.982020058,2,0.494012341,0.587379817
0.989784295,1,0.635286927,0.936166914
0.970005596,1,0.535465742,0.907862979
0.989052139,3,0.854089169,0.725454519
0.968859625,2,0.788079694,0.407915553
0.989523349,4,0.510395854,0.637824036
0.986312762,0,0.630029134,0.382972174
0.968798277,2,0.311053361,0.436296405
0.963987671,1,0.772709087,0.309676308
0.983189255,1,0.673636941,0.544571367
0.97605397,2,0.754226053,0.460694067
0.980101271,2,0.66553621,0.861963822
0.964355736,2,0.785075345,0.915483951
0.967880246,4,0.255921559,0.731387161
0.96004037,3,0.855327348,0.966741817
0.98747784,2,0.267869643,0.986036653
0.974518481,3,0.452386633,0.804432009
0.978985294,2,0.962835986,0.684646698
0.964391772,1,0.896848329,0.565016717
